"CODE","SHORTDESCRIPTION"
"880212","Helicopters of an unladen weight > 2,000 kg"
"880220","Fixed wing aircraft, unladen weight < 2,000 kg"
"880230","Fixed wing aircraft, unladen weight 2,000-15,000 kg"
"880240","Fixed wing aircraft, unladen weight > 15,000 kg"
"880250","Spacecraft, satellites and spacecraft launch vehicles"
"880310","Aircraft propellers, rotors and parts thereof"
"880320","Aircraft under-carriages and parts thereof"
"880330","Aircraft parts nes"
"880390","Parts of balloons, dirigibles, spacecraft"
"880400","Parachutes, parts and accessories thereof"
"880510","Aircraft launching and deck-arrestor gear, parts"
"880520","Flight simulators, parts thereof"
"890110","Cruise ships, excursion boats, ferry boats"
"890120","Tankers"
"890130","Refrigerated vessels other than tankers"
"890190","Cargo vessels other than tanker or refrigerated"
"890200","Fishing vessels and factory ships"
"890310","Inflatable pleasure craft"
"890391","Sailboats, with or without auxiliary motor"
"890392","Motorboats, other than outboard motorboats"
"890399","Rowing boats, canoes, pleasure boats except sail/powe"
"890400","Tugs and pusher craft"
"890510","Dredgers"
"890520","Floating, submersible drilling or production platform"
"890590","Floating docks, special function vessels nes"
"890600","Warships, lifeboats, hospital ships, vessels nes"
"890710","Inflatable rafts"
"890790","Buoys, beacons, coffer-dams, pontoons, floats nes"
"890800","Vessels and other floating structures for breaking up"
"900110","Optical fibres, except for telecommunications"
"900120","Sheets/plates of polarising material"
"900130","Contact lenses"
"900140","Spectacle lenses of glass"
"900150","Spectacle lenses of other materials"
"900190","Prisms, mirrors and optical elements nes, unmounted"
"900211","Objective lenses for cameras, projectors, etc"
"900219","Objective lenses, nes"
"900220","Optical filters"
"900290","Mounted lenses, prisms, mirrors, optical elements nes"
"900311","Frames & mountings for spectacles etc, of plastic"
"900319","Frames & mountings for spectacles etc, except plastic"
"900390","Parts of frames and mountings for spectacles etc"
"900410","Sunglasses"
"900490","Spectacles, goggles except sunglasses"
"900510","Binoculars"
"900580","Monoculars, telescopes, etc"
"900590","Parts and accessories for binoculars, telescopes, etc"
"900610","Cameras for preparing printing plates or cylinders"
"900620","Cameras for recording microfilm etc"
"900630","Cameras for special use, underwater,aerial, etc"
"900640","Instant print cameras"
"900651","Cameras, single lens reflex, for roll film <= 35 mm"
"900652","Cameras for roll film of a width <35 mm"
"900653","Cameras for 35 mm roll film except single lens reflex"
"900659","Photographic, other than cinematographic cameras nes"
"900661","Photographic discharge lamp flashlight apparatus"
"900662","Flashbulbs, flashcubes and the like"
"900669","Photographic flashlight apparatus, nes"
"900691","Parts and accessories for photographic cameras"
"900699","Parts and accessories for flashlights and flashbulbs"
"900711","Cinematographic cameras for film <16mm wide"
"900719","Cinematographic cameras for film >16mm wide"
"900721","Cinematographic projectors for film of <16 mm width"
"900729","Cinematographic projectors for film of >16 mm width"
"900791","Parts and accessories for cinematographic cameras"
"900792","Parts and accessories for cinematographic projectors"
"900810","Slide projectors"
"900820","Microfilm, microfiche or other microform readers"
"900830","Image projectors, except slide/microform"
"900840","Photographic enlargers and reducers, other than cine"
"900890","Parts and accessories of image projectors, non-cine"
"900911","Electrostatic photo-copyers, direct process"
"900912","Electrostatic photo-copyers, indirect process"
"900921","Photo-copying equipment with an optical system, nes"
"900922","Contact type photo-copying apparatus,nes"
"900930","Thermo-copying apparatus"
"900990","Parts and accessories for photo-copying apparatus"
"901010","Equipment for automatic development of photo film"
"901020","Equipment for photographic laboratories nes"
"901030","Projection screens"
"901090","Parts and accessories for photo laboratory equipment"
"901110","Stereoscopic microscopes"
"901120","Microscopes, for photomicrography"
"901180","Microscopes, optical, nes"
"901190","Parts and accessories for optical microscopes"
"901210","Microscopes except optical, diffraction apparatus"
"901290","Parts and accessories for non-optical microscopes, et"
"901310","Telescopes for arms/other equipment, periscopes"
"901320","Lasers, other than laser diodes"
"901380","Optical devices, appliances and instruments, nes"
"901390","Parts and accessories of optical appliances nes"
"901410","Direction finding compasses"
"901420","Instruments nes for aeronautical/space navigation"
"901480","Navigational instruments and appliances nes"
"901490","Parts and accessories for navigational instruments"
"901510","Rangefinders"
"901520","Theodolites and tacheometers"
"901530","Surveying levels"
"901540","Photogrammetrical surveying instruments, appliances"
"901580","Surveying, etc instruments nes"
"901590","Parts and accessories for surveying etc instruments"
"901600","Balances of a sensitivity of 50 milligram or better"
"901710","Drafting tables and machines"
"901720","Drawing, marking-out, instruments nes, slide rules"
"901730","Micrometers, callipers and gauges"
"901780","Instruments for measuring length, hand use, nes"
"901790","Parts and accessories for drawing, etc instruments"
"901811","Electro-cardiographs"
"901819","Electro-diagnostic apparatus, nes"
"901820","Ultra-violet or infra-red ray apparatus"
"901831","Syringes, with or without needles"
"901832","Tubular metal needles and needles for sutures"
"901839","Needles, catheters, cannulae etc, (medical)"
"901841","Dental drill engines"
"901849","Instruments and appliances, used in dentistry"
"901850","Ophthalmic instruments and appliances"
"901890","Instruments, appliances for medical, etc science, nes"
"901910","Massage and psychological aptitude-test apparatus"
"901920","Therapeutic respiration apparatus"
"902000","Breathing appliances and gas masks"
"902111","Artificial joints"
"902119","Orthopaedic/fracture appliances, nes"
"902121","Artificial teeth"
"902129","Dental fittings, nes"
"902130","Artificial body parts, aids and appliances, etc"
"902140","Hearing aids, except parts and accessories"
"902150","Pacemakers for stimulating heart muscles"
"902190","Orthopaedic appliances, nes"
"902211","Medical X-ray apparatus"
"902219","Non-medical X-ray equipment"
"902221","Medical apparatus using alpha, beta or gamma radiatio"
"902229","Non-medical apparatus using alpha/beta/gamma radiatio"
"902230","X-ray tubes"
"902290","Parts and accessories for radiation apparatus"
"902300","Instruments, apparatus and models, for demonstration"
"902410","Machines for testing mechanical properties of metals"
"902480","Machines for testing mechanical properties nes"
"902490","Parts and accessories of material testing equipment"
"902511","Thermometers, liquid-filled"
"902519","Thermometers, except liquid filled"
"902520","Barometers"
"902580","Hydrometer, pyrometer, hygrometer, alone or combined"
"902590","Parts and accessories for thermometers, etc"
"902610","Equipment to measure or check liquid flow or level"
"902620","Equipment to measure or check pressure"
"902680","Equipment to measure, check gas/liquid properties nes"
"902690","Parts of equipment to measure or check fluid variable"
"902710","Gas/smoke analysis apparatus"
"902720","Chromatographs, electrophoresis instruments"
"902730","Spectrometers, spectrophotometers, etc using light"
"902740","Exposure meters"
"902750","Instruments nes using optical radiations"
"902780","Equipment for physical or chemical analysis, nes"
"902790","Microtomes, parts of scientific analysis equipment"
"902810","Gas supply/production/calibration meters"
"902820","Liquid supply, production and calibrating meters"
"902830","Electricity supply, production and calibrating meters"
"902890","Parts, accessories for gas, liquid, electricity meter"
"902910","Revolution counters/taximeters/mileometers/pedometers"
"902920","Speed indicators, tachometers, stroboscopes"
"902990","Parts and accessories of revolution counters, etc"
"903010","Instruments to measure or detect ionising radiations"
"903020","Cathode-ray oscilloscopes, oscillographs"
"903031","Electrical multimeters"
"903039","Ammeters, voltmeters, ohm meters, etc, non-recording"
"903040","Gain, /distortion and crosstalk meters, etc"
"903081","Electrical measurement recording instruments"
"903089","Electrical measurement instruments nes"
"903090","Parts & accessories, electrical measuring instruments"
"903110","Machines for balancing mechanical parts, nes"
"903120","Test benches for measuring or checking equipment"
"903130","Profile projectors, nes"
"903140","Optical instruments and appliances, nes"
"903180","Measuring or checking equipment, nes"
"903190","Parts and access for measuring, checking equipment ne"
"903210","Thermostats"
"903220","Manostats"
"903281","Hydraulic and pneumatic automatic controls"
"903289","Automatic regulating/controlling equipment nes"
"903290","Parts and accessories for automatic controls"
"903300","Parts/accessories nes for optical/electric instrument"
"910111","Wrist-watch, precious metal, battery, with hands"
"910112","Wrist-watch, precious metal, battery, opto/electric"
"910119","Wrist-watch, precious metal, battery, other"
"910121","Wrist-watch, precious metal, automatic wound"
"910129","Wrist-watch, precious metal, hand wound"
"910191","Pocket-watch, precious-metal case, battery"
"910199","Pocket-watch, precious-metal case, non-battery"
"910211","Wrist-watch, base-metal case, battery, with hands"
"910212","Wrist-watch, base-metal case, battery, opto/electric"
"910219","Wrist-watch, base-metal case, battery, other"
"910221","Wrist-watch, base-metal case, automatic wound"
"910229","Wrist-watch, base-metal case, hand wound"
"910291","Pocket-watch, base-metal case, battery"
"910299","Pocket-watch, base-metal case, non-battery"
"910310","Clocks with watch movements, battery (except vehicle)"
"910390","Clocks with watch movements, nes (except vehicle)"
"910400","Instrument panel clocks etc for vehicles/aircraft etc"
"910511","Alarm clocks, battery or mains powered"
"910519","Alarm clocks, non-electric"
"910521","Wall clocks, battery or mains powered"
"910529","Wall clocks, non-electric"
"910591","Clocks, nes, battery or mains powered"
"910599","Clocks, nes, non-electric"
"910610","Time-registers, time-recorders"
"910620","Parking meters"
"910690","Time of day recording apparatus, nes"
"910700","Time switches"
"910811","Assembled battery watch movement, mechanical display"
