HS96;lib
110429;Worked Cereal Grains N.E.S. (E.G. Hulled, Pearled, Clipped, Sliced Or Kibbled), Except Semi
110430;Germ Of Cereals, Whole, Rolled, Flaked Or Ground
110510;Flour And Meal Of Potatoes
110520;Flakes, Granules And Pellets Of Potatoes
110610;Flour And Meal Of The Dried Leguminous Vegetables, Peas, Chickpeas, Beans, Lentils, Etc. Of Heading 054.2
110620;Flour And Meal Of Sago, Roots Or Tubers Of Manioc (Cassava), Arrowroot, Salep, Jerusalem Artichokes, Sweet Potatoes, Etc. Of Headings 054.81
110630;Flour, Meal And Powder Of Fruit (Citrus, Bananas, Apples, Pears, Peaches, Berries, Etc.) And Nuts (Except Oil Nuts) Provided For In Group 057
110710;Malt, Whether Or Not Roasted (Including Malt Flour)
110720;Malt, Whether Or Not Roasted (Including Malt Flour)
110811;Wheat Starch
110812;Corn (Maize) Starch
110813;Potato Starch
110814;Cassava (Manioc) Starch
110819;Starches, N.E.S.
110820;Inulin
110900;Wheat Gluten, Dried Or Not
120100;Soybeans
120210;Groundnuts (Peanuts), Not Roasted Or Otherwise Cooked, In The Shell
120220;Groundnuts (Peanuts), Not Roasted Or Cooked, Shelled
120300;Copra
120400;Flaxseed Or Linseed
120500;Rape Or Colza Seeds
120600;Sunflower Seeds
120710;Palm Nuts And Palm Kernels
120720;Cottonseeds
120730;Castor Oil Seeds
120740;Sesame (Sesamum) Seeds
120750;Mustard Seeds
120760;Safflower Seeds
120791;Oil Seeds And Oleaginous Fruits, N.E.S.
120792;Oil Seeds And Oleaginous Fruits, N.E.S.
120799;Oil Seeds And Oleaginous Fruits, N.E.S.
120810;Flours And Meals Of Oil Seeds Or Oleaginous Fruits (Excluding Mustard Flour), Whether Or Not Defatted And/Or Refatted With Their Original Oils
120890;Flours And Meals Of Oil Seeds Or Oleaginous Fruits (Excluding Mustard Flour), Whether Or Not Defatted And/Or Refatted With Their Original Oils
120911;Sugar Beet Seed
120919;Vegetable Seeds, N.E.S
120921;Seeds Of Forage Plants, Other Than Beet Seed
120922;Seeds Of Forage Plants, Other Than Beet Seed
120923;Seeds Of Forage Plants, Other Than Beet Seed
120924;Seeds Of Forage Plants, Other Than Beet Seed
120925;Seeds Of Forage Plants, Other Than Beet Seed
120926;Seeds Of Forage Plants, Other Than Beet Seed
120929;Seeds Of Forage Plants, Other Than Beet Seed
120930;Seeds Of Herbaceous Plants Cultivated Principally For Their Flowers
120991;Vegetable Seeds, N.E.S
120999;Seeds, Fruit And Spores, N.E.S.
121010;Hop Cones And Lupulin, Fresh Or Dried
121020;Hop Cones And Lupulin, Fresh Or Dried
121110;Liquorice Roots
121120;Ginseng Roots
121190;Plants And Parts Of Plants Used Primarily In Perfumery, Pharmacy, Or For Insecticidal, Fungicidal Or Similar Purposes, Fresh Or Dried, N.E.S.
121210;Vegetable Products Of A Kind Used Chiefly For Human Food, N.E.S.
121220;Seaweeds And Other Algae
121230;Apricot, Peach Or Plum Stones And Kernels, Fresh Or Dried, Whether Or Not Ground
121291;Sugar Beet, Fresh Or Dried, Whether Or Not Ground
121292;Sugar Cane, Fresh Or Dried, Whether or Not Ground
121299;Vegetable Products Of A Kind Used Chiefly For Human Food, N.E.S.
121300;Cereal Straws And Husks, Unprepared, Whether Or Not Chopped, Ground, Pressed Or In The Form Of Pellets
121410;Lucerne (Alfalfa) Meal And Pellets
121490;Swedes, Mangolds, Fodder Roots, Clover, Sainfoin, Forage Kale, Lupines, Vetches And Similar Forage Products, Whether Or Not In Pellet Form
130110;Lac
130120;Gum Arabic
130190;Natural Gums, Resins, Gum Resins And Balsams, N.E.S.
130211;Vegetable Saps And Extracts
130212;Vegetable Saps And Extracts
130213;Vegetable Saps And Extracts
130214;Vegetable Saps And Extracts
130219;Vegetable Saps And Extracts
130220;Pectic Substances, Pectinates And Pectates
130231;Mucilages And Thickeners (Whether Or Not Modified), Derived From Vegetable Products
130232;Mucilages And Thickeners (Whether Or Not Modified), Derived From Vegetable Products
130239;Mucilages And Thickeners (Whether Or Not Modified), Derived From Vegetable Products
140110;Bamboos
140120;Rattans
140190;Vegetable Materials, Other Than Bamboos Or Rattans, Of A Kind Used Primarily For Plaiting
140210;Vegetable Materials Used Primarily For Stuffing Or Padding, Including Kapok, Vegetable Hair And Eelgrass
140290;Vegetable Materials Used Primarily For Stuffing Or Padding, Including Kapok, Vegetable Hair And Eelgrass
140310;Vegetable Materials Used Primarily In Brooms And Brushes, Including Broomcorn, Piassava, Couch Grass And Istle, Whether Or Not In Hanks Or Bundles
140390;Vegetable Materials Used Primarily In Brooms And Brushes, Including Broomcorn, Piassava, Couch Grass And Istle, Whether Or Not In Hanks Or Bundles
140410;Vegetable Materials And Vegetable Products, N.E.S.
140420;Cotton Linters
140490;Vegetable Materials And Vegetable Products, N.E.S.
150100;"Lard; Pig Fat, N.E.S., And Poultry Fat, Rendered, Whether Or Not Pressed Or Solvent Extracted"
150200;Bovine Animal Fat, Sheep Or Goat Fat, Raw Or Rendered, Whether Or Not Pressed Or Solvent Extracted
150300;Lard Stearin, Lard Oil, Oleostearin, Oleo Oil And Tallow Oil, Not Emulsified Or Mixed Or Otherwise Prepared
150410;Fish Liver Oils And Their Fractions
150420;Fish Fats And Oils (Other Than Fish Liver Oil) And Their Fractions
150430;Marine Mammal Fats And Oils And Their Fractions
150510;Wool Grease, Crude
150590;Wool Grease (Other Than Crude) And Fatty Substances Derived From Wool Grease, Including Lanolin
150600;Animal Oils And Fats And Their Fractions, N.E.S., Whether Or Not Refined, But Not Chemically Modified
150710;Soybean Oil, Crude, Whether Or Not Degummed
150790;Soybean Oil, Refined, And Its Fractions
150810;Peanut (Groundnut) Oil, Crude
150890;Peanut (Groundnut) Oil, Refined, And Its Fractions
150910;Virgin Olive Oil
150990;Olive Oil (Except Virgin Oil) And Its Fractions
151000;Oils And Their Fractions (Except Olive Oil And Its Fractions) Obtained From Olives, Including Blends Containing Olive Oil And Its Fractions
151110;Palm Oil, Crude
151190;Palm Oil, Refined, And Its Fractions
151211;Sunflower Seed Oil Or Safflower Oil, Crude
151219;Refinded Oil And Fractions Thereof
151221;Cottonseed Oil, Crude, Whether Or Not Gossypol Has Been Removed
151229;Cottonseed Oil, Refined, And Its Fractions
151311;Coconut (Copra) Oil, Crude
151319;Coconut (Copra) Oil, Refined, And Its Fractions
151321;Palm Kernel Or Babassu Oil, Crude
151329;Refined Palm Kernel Or Babassu Oil, Refined, And Their Fractions
151410;Rape, Colza Or Mustard Oil, Crude
151490;Refined Oil And Fractions Thereof
151511;Linseed Oil, Crude
151519;Linseed Oil, Refined, And Its Fractions
151521;Corn (Maize) Oil, Crude
151529;Corn (Maize) Oil, Refined, And Its Fractions
151530;Castor Oil And Its Fractions
151540;Tung Oil And Its Fractions
151550;Sesame (Sesamum) Oil And Its Fractions
151560;Fixed Vegetable Fats And Oils (Other Than Soft), Crude, Refined Or Fractionated, N.E.S.
151590;Fixed Vegetable Fats And Oils (Other Than Soft), Crude, Refined Or Fractionated, N.E.S.
151610;Animal Fats Or Oils And Their Fractions, Hydrogenated, Interesterified Etc., Refined Or Not, But Not Further Prepared
151620;Vegetable Fats Or Oils And Their Fractions, Hydrogenated, Interesterified Etc., Refined Or Not, But Not Further Prepared
151710;Margarine (Excluding Liquid Margarine)
151790;Edible Preparations Of Animal Or Vegetable Fats Or Oils Or Of Fractions Of Different Such Fats Or Oils, Other Than Those Of Heading 431.2, N.E.S.
151800;Animal Or Vegetable Fats And Oils And Their Fractions Processed N.E.S., And Inedible Mixtures Or Preparations Of Such Fats And Oils, N.E.S.
152000;Glycerol (Glycerine), Glycerol Waters And Glycerol Lyes
152110;Vegetable Waxes (Other Than Triglycerides) Whether Or Not Refined Or Colored
152190;Beeswax, Other Insect Waxes And Spermaceti, Whether Or Not Refined Or Colored
152200;"Degras; Residues From The Treatment Of Animal Or Vegetable Waxes Or Fatty Substances"
160100;"Sausages And Similar Products Of Meat, Meat Offal Or Blood; Food Preparations Based On These Products"
160210;Homogenized Preparations From Meat And Edible Meat Offal
160220;Liver Of Any Animal, Prepared Or Preserved, N.E.S.
160231;Meat And Offal (Other Than Liver) Of Poultry (Chickens, Ducks, Geese, Turkeys And Guinea Fowls), Prepared Or Preserved, N.E.S.
160232;Meat And Offal (Other Than Liver) Of Poultry (Chickens, Ducks, Geese, Turkeys And Guinea Fowls), Prepared Or Preserved, N.E.S.
160239;Meat And Offal (Other Than Liver) Of Poultry (Chickens, Ducks, Geese, Turkeys And Guinea Fowls), Prepared Or Preserved, N.E.S.
160241;Meat And Offal (Other Than Liver), Of Swine, Prepared Or Preserved, N.E.S.
160242;Meat And Offal (Other Than Liver), Of Swine, Prepared Or Preserved, N.E.S.
160249;Meat And Offal (Other Than Liver), Of Swine, Prepared Or Preserved, N.E.S.
160250;Meat And Offal (Other Than Liver), Of Bovine Animals, Prepared Or Preserved, N.E.S
160290;Meat Or Meat Offal, N.E.S., Prepared Or Preserved (Including Preparations Of Blood Of Any Animal)
160300;Extracts And Juices Of Meat, Fish Or Crustaceans, Moluscs Or Other Aquatic Invertebrates
160411;Salmon, Whole Or In Pieces, But Not Minced, Prepared Or Preserved, N.E.S.
160412;Herrings, Sardines, Sardinella And Brislings Or Sprats, Whole Or In Pieces, But Not Minced, Prepared Or Preserved, N.E.S.
160413;Herrings, Sardines, Sardinella And Brislings Or Sprats, Whole Or In Pieces, But Not Minced, Prepared Or Preserved, N.E.S.
160414;Tunas, Skipjack And Bonito (Sarda App.) Whole Or In Pieces, But Not Minced
160415;Mackerel, Whole Or In Pieces, But Not Minced, Prepared Or Preserved, N.E.S.
160416;Fish, Whole Or In Pieces, But Not Minced, N.E.S., Prepared Or Preserved, N.E.S.
160419;Fish, Whole Or In Pieces, But Not Minced, N.E.S., Prepared Or Preserved, N.E.S.
160420;Fish, Prepared Or Preserved, N.E.S.
160430;Caviar And Caviar Substitutes Prepared From Fish Eggs
160510;Crustaceans, Prepared Or Preserved, N.E.S.
160520;Crustaceans, Prepared Or Preserved, N.E.S.
160530;Crustaceans, Prepared Or Preserved, N.E.S.
160540;Crustaceans, Prepared Or Preserved, N.E.S.
160590;Molluscs And Other Aquatic Invertebrates, Prepared Or Preserved, N.E.S.
170111;Cane Sugar, Raw
170112;Beet Sugar, Raw
170191;Cane Or Beet Sugar Containing Added Flavoring Or Coloring Matter, In Solid Form
170199;Cane Or Beet Sugar And Chemically Pure Sucrose In Solid Form, N.E.S.
170211;Lactose And Lactose Syrup
170219;Lactose And Lactose Syrup
170220;Maple Sugar And Maple Syrup
170230;Glucose (Dextrose) And Glucose Syrup, Not Containing Fructose Or Containing, In The Dry State, Less Than 20% By Weight Of Fructose
170240;Glucose And Glucose Syrup, Containing, In The Dry State, At Least 20% But Not More Than 50% By Weight Of Fructose
170250;Pure Fructose
170260;Fructose And Fructose Syrup, N.E.S., Containing In The Dry State More Than 50% By Weight Of Fructose
170290;"Sugars, N.E.S. (Including Invert Sugar); Artificial Honey; Caramel"
170310;Cane Molasses
170390;Beet Sugar Molasses And Other Molasses (E.G. Corn Molasses) Resulting From The Extraction Or Refining Of Sugar
170410;Chewing Gum, Whether Or Not Sugar
170490;Sugar Confectionery (Including White Chocolate), Not Containing Cocoa, N.E.S.
180100;Cocoa Beans, Whole Or Broken, Raw Or Roasted
180200;"3915oa Shells, Husks, Skins And Other Cocoa Waste"""
180310;Cocoa Paste, Not Defatted (Licor)
180320;Cocoa Paste, Wholly Or Partly Defatted (Cocoa Cake)
180400;Cocoa Butter, Fat Or Oil
180500;Cocoa Powder Not Containing Added Sugar Or Other Sweetening Matter
180610;Cocoa Powder Containing Added Sugar Or Other Sweetening Matter
180620;Food Prep Nes, Containing Cocoa, In Blocks, Slabs Or Bars Over 2 Kg Or In Liquid, Paste, Powder, Granular Or Other Bulk Form In Containers Over 2 Kg
180631;Food Preparations, N.E.S., Containing Cocoa, In Blocks, Slabs Or Bars
180632;Food Preparations, N.E.S., Containing Cocoa, In Blocks, Slabs Or Bars
180690;Food Preparations Containing Cocoa, N.E.S.
190110;Food Preparations For Infant Use, Put Up For Retail Sale, Of Flour, Meal, Starch Or Malt Extract Or Goods Of Heading 022.4 & 022.1 To 022.32, Nes
190120;Mixes And Doughs For The Preparation Of Bakers Wares, Including Bread, Pastry, Cakes, And Biscuits
190190;"Malt Extract; Food Preparations Of Flour, Meal, Starch Or Malt Extract, N.E.S., Or Of Goods Of Heading 022.4 And 022.1 Through 022.32, N.E.S."
190211;Macaroni, Spaghetti And Similar Products (Pasta Uncooked, Not Stuffed Or Otherwise Prepared)
190219;Macaroni, Spaghetti And Similar Products (Pasta Uncooked, Not Stuffed Or Otherwise Prepared)
190220;"Pasta, Cooked Or Stuffed; Couscous, Whether Or Not Prepared"
190230;"Pasta, Cooked Or Stuffed; Couscous, Whether Or Not Prepared"
190240;"Pasta, Cooked Or Stuffed; Couscous, Whether Or Not Prepared"
190300;Tapioca And Substitutes Therefor Prepared From Starch, In The Form Of Flake, Grains, Pearls, Siftings Or Similar Forms
190410;Prepared Foods Obtained By The Swelling Or Roasting Of Cereals Or Cereal Products (E.G., Corn Flakes)
190420;Prepared Foods Obtained By The Swelling Or Roasting Of Cereals Or Cereal Products (E.G., Corn Flakes)
190490;Cereals Other Than Maize (Corn), In Grain Form, Precooked Or Otherwise Prepared
190510;Crispbread, Rusks, Toasted Bread And Similar Products
190520;Sweet Biscuits, Waffles And Wafers, Gingerbread And The Like
190530;Sweet Biscuits, Waffles And Wafers, Gingerbread And The Like
190540;Crispbread, Rusks, Toasted Bread And Similar Products
190590;Bakers Wares, N.E.S., Communion Wafers, Empty Cachets For Pharmaceutical Use, Sealing Wafers, Rice, Paper, Etc.
200110;Vegetables, Fruit, Nuts And Other Edible Parts Of Plants, Prepared Or Preserved By Vinegar Or Acetic Acid
200120;Vegetables, Fruit, Nuts And Other Edible Parts Of Plants, Prepared Or Preserved By Vinegar Or Acetic Acid
200190;Vegetables, Fruit, Nuts And Other Edible Parts Of Plants, Prepared Or Preserved By Vinegar Or Acetic Acid
200210;Tomatoes Prepared Or Preserved Otherwise Than By Vinegar Or Acetic Acid, Whole Or In Pieces
200290;Tomatoes, Prepared Or Preserved Otherwise Than By Vinegar Or Acetic Acid, N.E.S.
200310;Mushrooms And Truffles Prepared Or Preserved Otherwise Than By Vinegar Or Acetic Acid
200320;Mushrooms And Truffles Prepared Or Preserved Otherwise Than By Vinegar Or Acetic Acid
200410;Potatoes Prepared Or Preserved Otherwise Than By Vinegar Or Acetic Acid, Frozen
200490;Vegetables N.E.S. And Mixtures Of Vegetables Prepared Or Preserved Other Than By Vinegar Or Acetic Acid, Frozen
200510;Homogenized Vegetables
200520;Potatoes, Prepared Or Preserved Otherwise Than By Vinegar Or Acetic Acid, Not Frozen
200540;Vegetables, Prepared Or Preserved Otherwise Than By Vinegar Or Acetic Acid, Not Frozen, N.E.S.
200551;Vegetables, Prepared Or Preserved Otherwise Than By Vinegar Or Acetic Acid, Not Frozen, N.E.S.
200559;Vegetables, Prepared Or Preserved Otherwise Than By Vinegar Or Acetic Acid, Not Frozen, N.E.S.
200560;Vegetables, Prepared Or Preserved Otherwise Than By Vinegar Or Acetic Acid, Not Frozen, N.E.S.
200570;Vegetables, Prepared Or Preserved Otherwise Than By Vinegar Or Acetic Acid, Not Frozen, N.E.S.
200580;Sweet Corn, Prepared Or Preserved, N.E.S.
200590;Vegetables, Prepared Or Preserved Otherwise Than By Vinegar Or Acetic Acid, Not Frozen, N.E.S.
200600;Fruit, Nuts, Fruit
200710;Cooked Fruit Preparations, Homogenized
200791;Jams, Fruit Jellies, Marmalades, Fruit Or Nut Puree And Fruit Or Nut Pastes, Being Cooked Preparations, Not Including Homogenized Preparations
200799;Jams, Fruit Jellies, Marmalades, Fruit Or Nut Puree And Fruit Or Nut Pastes, Being Cooked Preparations, Not Including Homogenized Preparations
200811;Nuts, Groundnuts And Other Seeds, Prepared Or Preserved, N.E.S., Whether Or Not Containing Added Sugar Or Other Sweetening Matter Or Spirit
200819;Nuts, Groundnuts And Other Seeds, Prepared Or Preserved, N.E.S., Whether Or Not Containing Added Sugar Or Other Sweetening Matter Or Spirit
200820;Pineapples, Prepared Or Preserved, N.E.S., Whether Or Not Containing Added Sugar Or Other Sweetening Matter Or Spirit
200830;Citrus Fruit, Prepared Or Preserved, N.E.S., Whether Or Not Containing Added Sugar Or Other Sweetening Matter Or Spirit
200840;Fruits Or Edible Parts Of Plants, Prepared Or Preserved, N.E.S., Whether Or Not Containing Added Sugar Or Other Sweetening Matter Or Spirit
200850;Apricots, Cherries And Peaches, Prepared Or Preserved, N.E.S., Whether Or Not Containing Added Sugar Or Other Sweetening Matter Or Spirit
200860;Apricots, Cherries And Peaches, Prepared Or Preserved, N.E.S., Whether Or Not Containing Added Sugar Or Other Sweetening Matter Or Spirit
200870;Apricots, Cherries And Peaches, Prepared Or Preserved, N.E.S., Whether Or Not Containing Added Sugar Or Other Sweetening Matter Or Spirit
200880;Fruits Or Edible Parts Of Plants, Prepared Or Preserved, N.E.S., Whether Or Not Containing Added Sugar Or Other Sweetening Matter Or Spirit
200891;Fruits Or Edible Parts Of Plants, Prepared Or Preserved, N.E.S., Whether Or Not Containing Added Sugar Or Other Sweetening Matter Or Spirit
200892;Mixtures Of Fruits Or Other Edible Parts Of Plants, Prepared Or Preserved, N.E.S., Whether Containing Added Sugar Or Other Sweetening Matter Or Spir
200899;Fruits Or Edible Parts Of Plants, Prepared Or Preserved, N.E.S., Whether Or Not Containing Added Sugar Or Other Sweetening Matter Or Spirit
200911;Orange Juice, Unfermented And Not Containing Added Spirit
200919;Orange Juice, Unfermented And Not Containing Added Spirit
200920;Grapefruit Juice, Unfermented And Not Containing Added Spirit
200930;Juice Of Any Single Citrus Fruit, Other Than Of Orange Or Grapefruit, Unfermented And Not Containing Added Spirit
200940;Pineapple Juice, Unfermented And Not Containing Added Spirit
200950;Tomato Juice, Unfermented And Not Containing Added Spirit
200960;Grape Juice (Including Grape Must), Unfermented And Not Containing Added Spirit
200970;Apple Juice, Unfermented And Not Containing Added Spirit
200980;Juice Of Any Single Fruit Or Vegetable, N.E.S., Unfermented And Not Containing Added Spirit
200990;Mixtures Of Fruit And Vegetable Juices, Unfermented And Not Containing Added Spirits
210111;Extracts, Essences And Concentrates Of Coffee And Preparations With A Basis Of These Products Or With A Basis Of Coffee
210112;Extracts, Essences And Concentrates Of Coffee And Preparations With A Basis Of These Products Or With A Basis Of Coffee
210120;Extracts, Essences, And Concentrates Of Tea Or Mate, And Preparations With A Basis Of Tea, Mate, Or Their Extracts, Essences Or Concentrates
210130;Roasted Chicory And Other Roasted Coffee Substitutes (Not Containing Coffee) And Extracts, Essences And Concentrates Thereof
210210;"Yeasts (Active Or Inactive); Other Single"
210220;"Yeasts (Active Or Inactive); Other Single"
210230;"Yeasts (Active Or Inactive); Other Single"
